Country,EdLevel,YearsCodePro,Salary
United States of America,Bachelor’s degree,6.0,120000.0
United States of America,Less than a Bachelors,30.0,145000.0
Mexico,Bachelor’s degree,17.0,78276.0
United States of America,Less than a Bachelors,10.0,180000.0
Denmark,Master’s degree,6.0,65960.0
United States of America,Bachelor’s degree,28.0,133000.0
Spain,Master’s degree,23.0,127972.0
Germany,Master’s degree,12.0,74651.0
United States of America,Bachelor’s degree,2.0,80000.0
Canada,Bachelor’s degree,7.0,74961.0
Germany,Master’s degree,4.0,76783.0
Ireland,Less than a Bachelors,7.0,54068.0
United States of America,Bachelor’s degree,12.0,165000.0
United States of America,Bachelor’s degree,35.0,165000.0
France,Post grad,6.0,36259.0
United States of America,Master’s degree,2.0,100000.0
Denmark,Master’s degree,0.5,60228.0
Denmark,Less than a Bachelors,28.0,75888.0
Turkey,Bachelor’s degree,3.0,21048.0
Argentina,Less than a Bachelors,12.0,42000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,15.0,116845.0
Turkey,Bachelor’s degree,15.0,26304.0
United States of America,Bachelor’s degree,12.0,85000.0
Poland,Master’s degree,8.0,26364.0
United States of America,Master’s degree,25.0,220000.0
United States of America,Bachelor’s degree,12.0,154000.0
Brazil,Less than a Bachelors,4.0,12468.0
Denmark,Master’s degree,18.0,94644.0
Poland,Bachelor’s degree,1.0,29688.0
United States of America,Master’s degree,7.0,196000.0
Other,Bachelor’s degree,15.0,60000.0
Australia,Bachelor’s degree,6.0,102618.0
United States of America,Less than a Bachelors,4.0,120000.0
Brazil,Bachelor’s degree,1.0,12468.0
Germany,Less than a Bachelors,6.0,53322.0
United States of America,Master’s degree,4.0,113000.0
Sweden,Less than a Bachelors,1.0,39012.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,20.0,62820.0
Spain,Less than a Bachelors,0.5,31993.0
United States of America,Bachelor’s degree,19.0,150000.0
United States of America,Bachelor’s degree,4.0,85000.0
Canada,Bachelor’s degree,1.0,64810.0
United States of America,Bachelor’s degree,0.5,80000.0
Brazil,Less than a Bachelors,3.0,12468.0
United States of America,Bachelor’s degree,12.0,158000.0
United States of America,Master’s degree,15.0,143000.0
Mexico,Bachelor’s degree,12.0,63228.0
United States of America,Master’s degree,26.0,160000.0
Poland,Bachelor’s degree,14.0,115625.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,75384.0
Brazil,Bachelor’s degree,13.0,74784.0
Norway,Bachelor’s degree,3.0,72594.0
Germany,Less than a Bachelors,2.0,50123.0
United States of America,Master’s degree,3.0,240000.0
Germany,Bachelor’s degree,5.0,63984.0
United States of America,Less than a Bachelors,5.0,100000.0
United States of America,Bachelor’s degree,16.0,160000.0
Austria,Less than a Bachelors,6.0,53748.0
Greece,Bachelor’s degree,5.0,24192.0
United States of America,Master’s degree,12.0,130000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,167100.0
Canada,Bachelor’s degree,10.0,55440.0
United States of America,Master’s degree,7.0,220000.0
Argentina,Less than a Bachelors,9.0,35340.0
Portugal,Master’s degree,0.5,24312.0
Colombia,Bachelor’s degree,5.0,27168.0
Germany,Less than a Bachelors,4.0,45857.0
United States of America,Bachelor’s degree,3.0,124000.0
United States of America,Bachelor’s degree,19.0,152500.0
United States of America,Less than a Bachelors,2.0,70000.0
New Zealand,Bachelor’s degree,45.0,83633.0
Israel,Bachelor’s degree,3.0,136308.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,56538.0
United States of America,Master’s degree,8.0,115000.0
Canada,Bachelor’s degree,35.0,117126.0
Brazil,Bachelor’s degree,2.0,14952.0
United States of America,Less than a Bachelors,3.0,130000.0
United States of America,Bachelor’s degree,0.5,60000.0
United States of America,Less than a Bachelors,7.0,155000.0
United States of America,Bachelor’s degree,12.0,165000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,33.0,127147.0
Mexico,Less than a Bachelors,15.0,10300.0
Portugal,Master’s degree,4.0,35832.0
United States of America,Bachelor’s degree,23.0,248000.0
United States of America,Master’s degree,4.0,137000.0
United States of America,Bachelor’s degree,9.0,110000.0
United States of America,Bachelor’s degree,4.0,135000.0
United States of America,Bachelor’s degree,2.0,86000.0
United States of America,Bachelor’s degree,10.0,195000.0
France,Master’s degree,3.0,69318.0
United States of America,Bachelor’s degree,6.0,84000.0
Mexico,Bachelor’s degree,8.0,34920.0
United States of America,Master’s degree,38.0,170000.0
United States of America,Bachelor’s degree,9.0,113446.0
United States of America,Less than a Bachelors,10.0,90000.0
United States of America,Master’s degree,10.0,180000.0
Other,Less than a Bachelors,17.0,26650.0
Germany,Less than a Bachelors,3.0,102378.0
Mexico,Bachelor’s degree,5.0,21000.0
United States of America,Post grad,10.0,250000.0
United States of America,Post grad,4.0,180000.0
United States of America,Bachelor’s degree,21.0,160000.0
United States of America,Bachelor’s degree,10.0,169950.0
Spain,Less than a Bachelors,0.5,53322.0
Canada,Bachelor’s degree,30.0,195210.0
United States of America,Master’s degree,21.0,125000.0
Germany,Less than a Bachelors,20.0,61853.0
Germany,Less than a Bachelors,14.0,31992.0
Chile,Post grad,7.0,26028.0
Romania,Master’s degree,5.0,31992.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,51660.0
India,Master’s degree,7.0,15477.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,15.0,131921.0
Denmark,Master’s degree,1.0,120444.0
New Zealand,Bachelor’s degree,0.5,38600.0
Poland,Master’s degree,4.0,33300.0
United States of America,Less than a Bachelors,15.0,180000.0
United States of America,Bachelor’s degree,20.0,125000.0
United States of America,Bachelor’s degree,20.0,165000.0
United States of America,Master’s degree,1.0,33900.0
Brazil,Master’s degree,14.0,62320.0
United States of America,Less than a Bachelors,30.0,100000.0
United States of America,Bachelor’s degree,17.0,160000.0
United States of America,Master’s degree,19.0,250000.0
Germany,Master’s degree,9.0,95979.0
Netherlands,Master’s degree,5.0,102378.0
United States of America,Bachelor’s degree,27.0,110000.0
Spain,Bachelor’s degree,22.0,39458.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,13.0,87948.0
New Zealand,Less than a Bachelors,20.0,90067.0
Canada,Bachelor’s degree,6.0,117126.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,100511.0
Germany,Less than a Bachelors,5.0,75504.0
Brazil,Bachelor’s degree,15.0,39888.0
Brazil,Bachelor’s degree,1.0,29592.0
United States of America,Bachelor’s degree,3.0,95000.0
Brazil,Bachelor’s degree,4.0,14208.0
Argentina,Bachelor’s degree,0.5,11112.0
United States of America,Master’s degree,15.0,145000.0
United States of America,Less than a Bachelors,18.0,175000.0
Mexico,Less than a Bachelors,1.0,12048.0
United States of America,Bachelor’s degree,18.0,220000.0
United States of America,Bachelor’s degree,4.0,165000.0
United States of America,Bachelor’s degree,23.0,155000.0
United States of America,Bachelor’s degree,25.0,190000.0
Canada,Bachelor’s degree,3.0,85893.0
Sweden,Post grad,26.0,54852.0
Canada,Less than a Bachelors,20.0,195210.0
Italy,Less than a Bachelors,12.0,106644.0
United States of America,Bachelor’s degree,12.0,180000.0
Sweden,Bachelor’s degree,10.0,69480.0
Ireland,Less than a Bachelors,24.0,117308.0
United States of America,Bachelor’s degree,24.0,160000.0
United States of America,Bachelor’s degree,1.0,138000.0
Spain,Master’s degree,7.0,105577.0
United States of America,Bachelor’s degree,16.0,155000.0
Australia,Bachelor’s degree,12.0,106157.0
Spain,Bachelor’s degree,5.0,30927.0
Spain,Bachelor’s degree,7.0,44796.0
Canada,Less than a Bachelors,5.0,78084.0
Portugal,Master’s degree,12.0,74651.0
Israel,Bachelor’s degree,5.0,129132.0
United States of America,Bachelor’s degree,16.0,65000.0
United States of America,Bachelor’s degree,1.0,115000.0
Canada,Bachelor’s degree,8.0,109318.0
Israel,Master’s degree,30.0,143484.0
United States of America,Bachelor’s degree,12.0,180000.0
Brazil,Master’s degree,5.0,27420.0
United States of America,Bachelor’s degree,8.0,150000.0
Argentina,Less than a Bachelors,5.0,67323.0
United States of America,Bachelor’s degree,26.0,100000.0
United States of America,Master’s degree,9.0,151500.0
Brazil,Bachelor’s degree,10.0,27421.0
Australia,Bachelor’s degree,2.0,67940.0
United States of America,Master’s degree,42.0,85000.0
Other,Bachelor’s degree,10.0,41796.0
United States of America,Bachelor’s degree,12.0,124000.0
Germany,Less than a Bachelors,7.0,51828.0
Canada,Bachelor’s degree,23.0,187402.0
Canada,Master’s degree,10.0,128839.0
United States of America,Bachelor’s degree,9.0,109180.0
Mexico,Less than a Bachelors,7.0,18060.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,100511.0
Portugal,Bachelor’s degree,5.0,19200.0
United States of America,Master’s degree,6.0,215000.0
Canada,Bachelor’s degree,4.0,128839.0
Ireland,Bachelor’s degree,13.0,149301.0
Brazil,Less than a Bachelors,2.0,10464.0
United States of America,Post grad,11.0,80000.0
Other,Bachelor’s degree,8.0,42000.0
Other,Bachelor’s degree,4.0,19298.0
United States of America,Bachelor’s degree,16.0,192000.0
United States of America,Less than a Bachelors,8.0,55000.0
Brazil,Master’s degree,6.0,32412.0
United States of America,Master’s degree,24.0,120000.0
United States of America,Bachelor’s degree,7.0,250000.0
United States of America,Master’s degree,22.0,250000.0
Other,Less than a Bachelors,15.0,54000.0
Argentina,Bachelor’s degree,5.0,20196.0
United States of America,Less than a Bachelors,16.0,130000.0
France,Master’s degree,2.0,33276.0
United States of America,Bachelor’s degree,2.0,60000.0
United States of America,Bachelor’s degree,6.0,95000.0
Other,Bachelor’s degree,19.0,84000.0
United States of America,Bachelor’s degree,6.0,135000.0
United States of America,Bachelor’s degree,12.0,156000.0
United States of America,Less than a Bachelors,18.0,180000.0
New Zealand,Bachelor’s degree,35.0,85563.0
Other,Master’s degree,29.0,176000.0
United States of America,Bachelor’s degree,2.0,80000.0
United States of America,Bachelor’s degree,7.0,145000.0
United States of America,Bachelor’s degree,20.0,234000.0
United States of America,Bachelor’s degree,20.0,110000.0
Colombia,Less than a Bachelors,2.0,27168.0
Other,Master’s degree,15.0,60926.0
United States of America,Master’s degree,15.0,200000.0
United States of America,Bachelor’s degree,11.0,160000.0
Brazil,Bachelor’s degree,11.0,37392.0
Australia,Bachelor’s degree,0.5,74310.0
United States of America,Bachelor’s degree,10.0,250000.0
Australia,Bachelor’s degree,5.0,152158.0
Germany,Bachelor’s degree,2.0,47988.0
Portugal,Master’s degree,6.0,29436.0
Brazil,Bachelor’s degree,10.0,51933.0
China,Master’s degree,3.0,55860.0
United States of America,Bachelor’s degree,10.0,140000.0
Canada,Post grad,1.0,28116.0
United States of America,Less than a Bachelors,21.0,118000.0
United States of America,Bachelor’s degree,5.0,160000.0
Other,Bachelor’s degree,7.0,47493.0
United States of America,Bachelor’s degree,21.0,147000.0
Canada,Master’s degree,0.5,54659.0
United States of America,Bachelor’s degree,20.0,210000.0
United States of America,Less than a Bachelors,24.0,198000.0
Australia,Less than a Bachelors,20.0,84925.0
India,Bachelor’s degree,8.0,30953.0
United States of America,Less than a Bachelors,1.0,103000.0
Australia,Master’s degree,1.0,60307.0
United States of America,Master’s degree,20.0,110000.0
United States of America,Less than a Bachelors,3.0,95000.0
United States of America,Less than a Bachelors,6.0,200000.0
New Zealand,Bachelor’s degree,11.0,90067.0
United States of America,Bachelor’s degree,8.0,93000.0
Other,Master’s degree,6.0,23661.0
India,Bachelor’s degree,5.0,32243.0
United States of America,Master’s degree,18.0,245000.0
United States of America,Master’s degree,19.0,200000.0
United States of America,Bachelor’s degree,3.0,80000.0
Indonesia,Bachelor’s degree,4.0,10240.0
United States of America,Bachelor’s degree,14.0,130000.0
United States of America,Bachelor’s degree,40.0,190000.0
United States of America,Bachelor’s degree,4.0,130000.0
Canada,Master’s degree,8.0,109318.0
Argentina,Bachelor’s degree,5.0,90000.0
United States of America,Bachelor’s degree,26.0,130000.0
United States of America,Less than a Bachelors,33.0,140000.0
Australia,Bachelor’s degree,23.0,89172.0
United States of America,Bachelor’s degree,4.0,243000.0
United States of America,Bachelor’s degree,6.0,129000.0
Canada,Bachelor’s degree,3.0,70276.0
Canada,Less than a Bachelors,8.0,56221.0
United States of America,Bachelor’s degree,17.0,150000.0
Other,Bachelor’s degree,5.0,21300.0
United States of America,Less than a Bachelors,10.0,98000.0
Colombia,Bachelor’s degree,9.0,30192.0
United States of America,Bachelor’s degree,10.0,145000.0
Other,Bachelor’s degree,9.0,12336.0
Other,Master’s degree,8.0,15952.0
Brazil,Bachelor’s degree,5.0,49860.0
Australia,Less than a Bachelors,15.0,70771.0
Canada,Bachelor’s degree,25.0,117126.0
Colombia,Post grad,7.0,75480.0
New Zealand,Less than a Bachelors,37.0,160833.0
United States of America,Bachelor’s degree,23.0,130000.0
Australia,Bachelor’s degree,4.0,121726.0
Mexico,Bachelor’s degree,8.0,22884.0
United States of America,Bachelor’s degree,8.0,170000.0
United States of America,Bachelor’s degree,18.0,95000.0
United States of America,Bachelor’s degree,13.0,216000.0
Other,Bachelor’s degree,4.0,27336.0
United States of America,Less than a Bachelors,0.5,62000.0
New Zealand,Bachelor’s degree,6.0,57900.0
United States of America,Post grad,2.0,115000.0
United States of America,Bachelor’s degree,6.0,170000.0
Other,Bachelor’s degree,4.0,24000.0
Indonesia,Bachelor’s degree,11.0,27511.0
Brazil,Post grad,9.0,44868.0
Brazil,Bachelor’s degree,5.0,11220.0
India,Bachelor’s degree,11.0,49009.0
United States of America,Master’s degree,14.0,185000.0
United States of America,Less than a Bachelors,8.0,90000.0
United States of America,Bachelor’s degree,8.0,181000.0
Australia,Bachelor’s degree,12.0,84925.0
Other,Bachelor’s degree,3.0,42828.0
China,Bachelor’s degree,7.0,72072.0
United States of America,Master’s degree,6.0,115000.0
Australia,Less than a Bachelors,15.0,108988.0
Canada,Master’s degree,20.0,85893.0
United States of America,Bachelor’s degree,10.0,170000.0
Other,Bachelor’s degree,9.0,87284.0
United States of America,Less than a Bachelors,5.0,91000.0
United States of America,Master’s degree,5.0,122000.0
United States of America,Bachelor’s degree,4.0,120000.0
India,Bachelor’s degree,8.0,15480.0
Other,Bachelor’s degree,5.0,54000.0
Australia,Master’s degree,14.0,111111.0
United States of America,Bachelor’s degree,4.0,165000.0
United States of America,Less than a Bachelors,25.0,152000.0
Other,Master’s degree,7.0,41556.0
New Zealand,Bachelor’s degree,19.0,115800.0
Other,Less than a Bachelors,7.0,13176.0
France,Master’s degree,3.0,159966.0
France,Post grad,30.0,106644.0
Other,Master’s degree,10.0,27346.0
Sweden,Master’s degree,11.0,98531.0
United States of America,Bachelor’s degree,4.0,180000.0
Australia,Post grad,23.0,98372.0
Other,Bachelor’s degree,5.0,23661.0
Germany,Less than a Bachelors,8.0,98112.0
Other,Bachelor’s degree,3.0,10296.0
United States of America,Bachelor’s degree,6.0,156500.0
United States of America,Bachelor’s degree,10.0,200000.0
Sweden,Bachelor’s degree,0.5,35352.0
Australia,Master’s degree,2.0,127388.0
United States of America,Master’s degree,7.0,120000.0
United States of America,Bachelor’s degree,14.0,200000.0
United States of America,Bachelor’s degree,27.0,125000.0
Australia,Less than a Bachelors,3.0,60155.0
Romania,Less than a Bachelors,15.0,64704.0
India,Bachelor’s degree,9.0,51589.0
Canada,Less than a Bachelors,1.0,56221.0
United States of America,Bachelor’s degree,4.0,55000.0
Australia,Master’s degree,6.0,127388.0
Australia,Less than a Bachelors,14.0,84925.0
Canada,Less than a Bachelors,2.0,85893.0
United States of America,Less than a Bachelors,10.0,150000.0
Switzerland,Bachelor’s degree,30.0,105492.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,38.0,57040.0
Spain,Master’s degree,2.0,42657.0
United States of America,Bachelor’s degree,30.0,225000.0
Romania,Master’s degree,5.0,64709.0
United States of America,Bachelor’s degree,3.0,82000.0
India,Bachelor’s degree,6.0,19346.0
Romania,Master’s degree,3.0,41412.0
Brazil,Bachelor’s degree,3.0,36000.0
Germany,Bachelor’s degree,3.0,85315.0
Russian Federation,Bachelor’s degree,3.0,10392.0
Other,Master’s degree,3.0,28152.0
Japan,Bachelor’s degree,3.0,21168.0
Other,Bachelor’s degree,10.0,75000.0
United States of America,Bachelor’s degree,3.0,77500.0
India,Bachelor’s degree,8.0,64486.0
Russian Federation,Master’s degree,15.0,41556.0
Australia,Master’s degree,5.0,88450.0
Germany,Bachelor’s degree,18.0,69318.0
Romania,Bachelor’s degree,16.0,64704.0
United States of America,Bachelor’s degree,4.0,74500.0
Australia,Bachelor’s degree,1.0,70771.0
Czech Republic,Less than a Bachelors,5.0,31176.0
Mexico,Less than a Bachelors,1.0,19272.0
Belgium,Bachelor’s degree,0.5,33276.0
Romania,Master’s degree,3.0,32868.0
Germany,Less than a Bachelors,0.5,13056.0
Indonesia,Bachelor’s degree,8.0,16380.0
South Africa,Bachelor’s degree,0.5,11376.0
France,Post grad,20.0,70380.0
China,Less than a Bachelors,6.0,33035.0
Other,Bachelor’s degree,4.0,30000.0
India,Master’s degree,3.0,19346.0
Germany,Master’s degree,8.0,71451.0
Poland,Bachelor’s degree,15.0,44400.0
Canada,Bachelor’s degree,8.0,105414.0
Sweden,Bachelor’s degree,2.0,60948.0
Netherlands,Bachelor’s degree,30.0,79983.0
France,Master’s degree,5.0,59187.0
Germany,Bachelor’s degree,10.0,66119.0
Finland,Post grad,12.0,38388.0
Netherlands,Master’s degree,11.0,85315.0
Switzerland,Master’s degree,16.0,98248.0
Italy,Bachelor’s degree,21.0,58654.0
France,Bachelor’s degree,4.0,45857.0
Germany,Master’s degree,12.0,106644.0
Other,Bachelor’s degree,1.0,51204.0
Italy,Bachelor’s degree,20.0,44790.0
South Africa,Less than a Bachelors,15.0,66912.0
Canada,Bachelor’s degree,9.0,70276.0
Poland,Less than a Bachelors,2.0,26364.0
Canada,Master’s degree,8.0,140551.0
Other,Bachelor’s degree,2.0,13392.0
Other,Bachelor’s degree,5.0,36000.0
Germany,Bachelor’s degree,2.0,47990.0
France,Bachelor’s degree,3.0,26772.0
Romania,Bachelor’s degree,17.0,110000.0
France,Bachelor’s degree,6.0,53322.0
Germany,Post grad,15.0,57588.0
Australia,Less than a Bachelors,10.0,113234.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,6.0,81666.0
Slovenia,Bachelor’s degree,2.0,40308.0
Finland,Master’s degree,20.0,74651.0
Germany,Less than a Bachelors,12.0,90647.0
France,Post grad,12.0,37325.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,22.0,70358.0
Switzerland,Bachelor’s degree,11.0,95976.0
Spain,Master’s degree,6.0,39991.0
Bangladesh,Bachelor’s degree,5.0,23196.0
Ukraine,Bachelor’s degree,3.0,14220.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,85435.0
Italy,Less than a Bachelors,8.0,58654.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,6.0,87948.0
Greece,Bachelor’s degree,1.0,11256.0
France,Master’s degree,15.0,73584.0
Italy,Less than a Bachelors,10.0,46923.0
Poland,Master’s degree,12.0,58272.0
Poland,Bachelor’s degree,5.0,76788.0
United Kingdom of Great Britain and Northern Ireland,Post grad,25.0,163331.0
India,Bachelor’s degree,5.0,19346.0
Norway,Master’s degree,0.5,67409.0
Other,Bachelor’s degree,4.0,44796.0
Poland,Master’s degree,9.0,41625.0
Germany,Less than a Bachelors,1.0,47990.0
Germany,Bachelor’s degree,2.0,47990.0
France,Master’s degree,7.0,52255.0
United States of America,Bachelor’s degree,6.0,170000.0
Canada,Master’s degree,2.0,47225.0
Spain,Master’s degree,7.0,60787.0
Turkey,Less than a Bachelors,3.0,11280.0
Germany,Less than a Bachelors,10.0,59720.0
Spain,Less than a Bachelors,6.0,65053.0
Switzerland,Master’s degree,11.0,124103.0
Spain,Master’s degree,12.0,42657.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,79153.0
Pakistan,Bachelor’s degree,3.0,15564.0
Germany,Less than a Bachelors,23.0,74651.0
Sweden,Bachelor’s degree,8.0,76184.0
Germany,Master’s degree,8.0,92780.0
Netherlands,Bachelor’s degree,1.0,38388.0
Other,Bachelor’s degree,5.0,71904.0
Sweden,Master’s degree,2.0,51192.0
Austria,Bachelor’s degree,3.0,42228.0
Other,Bachelor’s degree,0.5,20892.0
South Africa,Bachelor’s degree,6.0,37932.0
United States of America,Bachelor’s degree,3.0,111300.0
Other,Less than a Bachelors,2.0,37404.0
Turkey,Less than a Bachelors,3.0,48108.0
United Kingdom of Great Britain and Northern Ireland,Post grad,8.0,59050.0
Germany,Less than a Bachelors,3.0,36852.0
Switzerland,Post grad,30.0,155129.0
Germany,Less than a Bachelors,28.0,89580.0
Other,Bachelor’s degree,2.0,12792.0
Poland,Bachelor’s degree,7.0,58738.0
Germany,Master’s degree,9.0,69318.0
Belgium,Bachelor’s degree,13.0,95979.0
Lithuania,Less than a Bachelors,2.0,23040.0
France,Post grad,18.0,90647.0
Poland,Master’s degree,12.0,41628.0
Other,Bachelor’s degree,13.0,76788.0
United States of America,Bachelor’s degree,5.0,175000.0
Norway,Bachelor’s degree,1.0,51853.0
France,Master’s degree,24.0,56521.0
Romania,Less than a Bachelors,12.0,51768.0
Russian Federation,Master’s degree,9.0,66912.0
Canada,Bachelor’s degree,5.0,150169.0
Russian Federation,Master’s degree,1.0,10392.0
Belgium,Bachelor’s degree,1.0,53322.0
Sweden,Less than a Bachelors,9.0,73140.0
Spain,Master’s degree,7.0,43724.0
Other,Bachelor’s degree,7.0,60000.0
France,Bachelor’s degree,3.0,39458.0
Germany,Master’s degree,20.0,95979.0
Netherlands,Bachelor’s degree,10.0,66540.0
Germany,Bachelor’s degree,9.0,79983.0
France,Master’s degree,6.0,127972.0
Germany,Less than a Bachelors,15.0,63986.0
Other,Bachelor’s degree,2.0,10944.0
France,Bachelor’s degree,7.0,37325.0
Germany,Master’s degree,9.0,85315.0
Germany,Less than a Bachelors,16.0,57588.0
India,Bachelor’s degree,8.0,19346.0
Italy,Master’s degree,3.0,29860.0
France,Master’s degree,1.0,39991.0
Netherlands,Master’s degree,4.0,52464.0
Serbia,Bachelor’s degree,5.0,21792.0
Poland,Bachelor’s degree,4.0,36072.0
United Kingdom of Great Britain and Northern Ireland,Post grad,38.0,87948.0
Ukraine,Master’s degree,7.0,48732.0
Germany,Less than a Bachelors,40.0,55455.0
Germany,Bachelor’s degree,8.0,67186.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,103024.0
United Kingdom of Great Britain and Northern Ireland,Post grad,50.0,75384.0
Germany,Master’s degree,10.0,84249.0
United States of America,Bachelor’s degree,29.0,150000.0
Germany,Master’s degree,7.0,72948.0
Other,Bachelor’s degree,3.0,12000.0
Germany,Bachelor’s degree,2.0,70385.0
Russian Federation,Bachelor’s degree,9.0,33252.0
Germany,Master’s degree,8.0,101312.0
Germany,Bachelor’s degree,4.0,59508.0
Other,Bachelor’s degree,2.0,13200.0
Netherlands,Master’s degree,3.0,55455.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,37692.0
Poland,Master’s degree,12.0,41628.0
France,Master’s degree,15.0,65053.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,81666.0
India,Master’s degree,1.0,30948.0
Greece,Post grad,20.0,63984.0
France,Bachelor’s degree,3.0,34126.0
Germany,Less than a Bachelors,20.0,92780.0
Other,Bachelor’s degree,20.0,24312.0
Bulgaria,Less than a Bachelors,13.0,64128.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,45230.0
Denmark,Less than a Bachelors,7.0,75708.0
France,Less than a Bachelors,2.0,26880.0
France,Master’s degree,3.0,34126.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,126896.0
Denmark,Less than a Bachelors,6.0,139269.0
Germany,Bachelor’s degree,12.0,79983.0
Other,Master’s degree,14.0,36505.0
Sweden,Master’s degree,5.0,56076.0
India,Bachelor’s degree,11.0,25794.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,35179.0
Spain,Less than a Bachelors,5.0,19200.0
Greece,Bachelor’s degree,14.0,90647.0
Belgium,Bachelor’s degree,10.0,74220.0
Belgium,Bachelor’s degree,7.0,44796.0
Finland,Bachelor’s degree,2.0,44796.0
Sweden,Post grad,8.0,203157.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,59050.0
Romania,Post grad,1.0,20712.0
Germany,Less than a Bachelors,7.0,42871.0
Austria,Master’s degree,8.0,73584.0
Sweden,Master’s degree,3.0,56076.0
Spain,Master’s degree,2.0,41058.0
Norway,Bachelor’s degree,2.0,51033.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,125639.0
Russian Federation,Bachelor’s degree,0.5,24204.0
Indonesia,Bachelor’s degree,5.0,42000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,87948.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,31.0,90496.0
Other,Less than a Bachelors,1.0,19200.0
Germany,Bachelor’s degree,2.0,38392.0
Germany,Less than a Bachelors,14.0,57588.0
Greece,Less than a Bachelors,6.0,17916.0
Germany,Post grad,11.0,79983.0
Austria,Bachelor’s degree,0.5,30708.0
France,Master’s degree,5.0,25596.0
Italy,Less than a Bachelors,3.0,42657.0
Netherlands,Bachelor’s degree,17.0,92780.0
Sweden,Less than a Bachelors,4.0,51297.0
Italy,Less than a Bachelors,3.0,15360.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,56538.0
Russian Federation,Bachelor’s degree,2.0,37404.0
Greece,Master’s degree,4.0,28261.0
Spain,Less than a Bachelors,1.0,29860.0
Other,Less than a Bachelors,10.0,20808.0
New Zealand,Bachelor’s degree,1.0,37313.0
Poland,Master’s degree,12.0,49719.0
Slovenia,Master’s degree,6.0,49056.0
Russian Federation,Master’s degree,3.0,41556.0
India,Bachelor’s degree,5.0,25794.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,30.0,90460.0
Netherlands,Master’s degree,1.0,63986.0
India,Bachelor’s degree,4.0,16122.0
Netherlands,Bachelor’s degree,8.0,36468.0
Netherlands,Master’s degree,14.0,127972.0
Portugal,Master’s degree,8.0,74651.0
Other,Bachelor’s degree,7.0,47990.0
Germany,Less than a Bachelors,23.0,35832.0
Netherlands,Bachelor’s degree,8.0,57588.0
Germany,Less than a Bachelors,3.0,35832.0
Sweden,Post grad,13.0,115800.0
India,Bachelor’s degree,10.0,32243.0
Norway,Post grad,12.0,82964.0
Spain,Bachelor’s degree,22.0,61853.0
Belgium,Bachelor’s degree,4.0,40560.0
Sweden,Bachelor’s degree,25.0,82884.0
Switzerland,Bachelor’s degree,7.0,93078.0
India,Bachelor’s degree,1.0,21925.0
Denmark,Bachelor’s degree,30.0,137652.0
Other,Master’s degree,3.0,18048.0
Denmark,Less than a Bachelors,25.0,157731.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,115588.0
Belgium,Bachelor’s degree,6.0,47352.0
Romania,Bachelor’s degree,2.0,51252.0
Poland,Less than a Bachelors,12.0,55500.0
Other,Bachelor’s degree,2.0,39600.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,57920.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,11.0,51512.0
Italy,Master’s degree,4.0,31993.0
United States of America,Bachelor’s degree,3.0,100000.0
Canada,Less than a Bachelors,29.0,83550.0
India,Bachelor’s degree,8.0,90281.0
Sweden,Less than a Bachelors,7.0,56076.0
Germany,Master’s degree,15.0,79983.0
United States of America,Bachelor’s degree,9.0,171000.0
Germany,Less than a Bachelors,8.0,63986.0
New Zealand,Bachelor’s degree,2.0,54683.0
